Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.001_ns30_bs256_ep10_ia0_el4_ftno_shot_20250326-102803
------------------------------------
| env/                  |          |
| train/                  |             |
|    approx_kl            | 0.015903091 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.942      |
|    explained_variance   | 0.142       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0375     |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0389     |
|    value_loss           | 0.129       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1281       |
|    n_steps              | 1860       |
| rollout/                |            |
|    ep_len_mean          | 1.52       |
|    ep_rew_mean          | -0.115     |
|    success_rate         | 0.88       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 62         |
|    time_elapsed         | 2160       |
|    total_timesteps      | 1860       |
| train/                  |            |
|    approx_kl            | 0.04028934 |
|    clip_fraction        | 0.22       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.974     |
|    explained_variance   | 0.292      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0314    |
|    n_updates            | 610        |
|    policy_gradient_loss | -0.0387    |
|    value_loss           | 0.11       |
----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1305       |
|    n_steps              | 1890       |
| rollout/                |            |
|    ep_len_mean          | 1.43       |
|    ep_rew_mean          | -0.093     |
|    success_rate         | 0.91       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 63         |
|    time_elapsed         | 2203       |
|    total_timesteps      | 1890       |
| train/                  |            |
|    approx_kl            | 0.06758739 |
|    clip_fraction        | 0.24       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.12      |
|    explained_variance   | 0.0774     |
|    learning_rate        | 0.001      |
|    loss                 | -0.0487    |
|    n_updates            | 620        |
|    policy_gradient_loss | -0.0551    |
|    value_loss           | 0.141      |
----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1322       |
|    n_steps              | 1920       |
| rollout/                |            |
|    ep_len_mean          | 1.47       |
|    ep_rew_mean          | -0.113     |
|    success_rate         | 0.89       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 64         |
|    time_elapsed         | 2234       |
|    total_timesteps      | 1920       |
| train/                  |            |
|    approx_kl            | 0.04403677 |
|    clip_fraction        | 0.31       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.3       |
|    explained_variance   | -0.712     |
|    learning_rate        | 0.001      |
|    loss                 | -0.0198    |
|    n_updates            | 630        |
|    policy_gradient_loss | -0.0419    |
|    value_loss           | 0.124      |
----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1344       |
|    n_steps              | 1950       |
| rollout/                |            |
|    ep_len_mean          | 1.42       |
|    ep_rew_mean          | -0.104     |
|    success_rate         | 0.9        |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 65         |
|    time_elapsed         | 2265       |
|    total_timesteps      | 1950       |
| train/                  |            |
|    approx_kl            | 0.01792276 |
|    clip_fraction        | 0.123      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.26      |
|    explained_variance   | 0.0949     |
|    learning_rate        | 0.001      |
|    loss                 | -0.04      |
|    n_updates            | 640        |
|    policy_gradient_loss | -0.0565    |
|    value_loss           | 0.199      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1368        |
|    n_steps              | 1980        |
| rollout/                |             |
|    ep_len_mean          | 1.39        |
|    ep_rew_mean          | -0.0939     |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 66          |
|    time_elapsed         | 2298        |
|    total_timesteps      | 1980        |
| train/                  |             |
|    approx_kl            | 0.048616167 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.0452      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0225     |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.0398     |
|    value_loss           | 0.115       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1390        |
|    n_steps              | 2010        |
| rollout/                |             |
|    ep_len_mean          | 1.35        |
|    ep_rew_mean          | -0.0728     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 67          |
|    time_elapsed         | 2331        |
|    total_timesteps      | 2010        |
| train/                  |             |
|    approx_kl            | 0.044983253 |
|    clip_fraction        | 0.56        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.141       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0104     |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0373     |
|    value_loss           | 0.107       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1417        |
|    n_steps              | 2040        |
| rollout/                |             |
|    ep_len_mean          | 1.31        |
|    ep_rew_mean          | -0.0628     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 68          |
|    time_elapsed         | 2372        |
|    total_timesteps      | 2040        |
| train/                  |             |
|    approx_kl            | 0.007378111 |
|    clip_fraction        | 0.0833      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | -12         |
|    learning_rate        | 0.001       |
|    loss                 | -0.0661     |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0283     |
|    value_loss           | 0.0122      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1439        |
|    n_steps              | 2070        |
| rollout/                |             |
|    ep_len_mean          | 1.28        |
|    ep_rew_mean          | -0.0508     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 69          |
|    time_elapsed         | 2404        |
|    total_timesteps      | 2070        |
| train/                  |             |
|    approx_kl            | 0.038115256 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.21       |
|    explained_variance   | 0.107       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0317     |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.0279     |
|    value_loss           | 0.0676      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1460        |
|    n_steps              | 2100        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.0623     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 70          |
|    time_elapsed         | 2436        |
|    total_timesteps      | 2100        |
| train/                  |             |
|    approx_kl            | 0.009075095 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | -0.167      |
|    learning_rate        | 0.001       |
|    loss                 | -0.00709    |
|    n_updates            | 690         |
|    policy_gradient_loss | -0.0244     |
|    value_loss           | 0.106       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1480        |
|    n_steps              | 2130        |
| rollout/                |             |
|    ep_len_mean          | 1.33        |
|    ep_rew_mean          | -0.0638     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 71          |
|    time_elapsed         | 2472        |
|    total_timesteps      | 2130        |
| train/                  |             |
|    approx_kl            | 0.032058526 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.132       |
|    learning_rate        | 0.001       |
|    loss                 | -0.033      |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0408     |
|    value_loss           | 0.143       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1496        |
|    n_steps              | 2160        |
| rollout/                |             |
|    ep_len_mean          | 1.41        |
|    ep_rew_mean          | -0.0744     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 72          |
|    time_elapsed         | 2504        |
|    total_timesteps      | 2160        |
| train/                  |             |
|    approx_kl            | 0.026834276 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.0422      |
|    learning_rate        | 0.001       |
|    loss                 | 0.0191      |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.0153     |
|    value_loss           | 0.114       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1520       |
|    n_steps              | 2190       |
| rollout/                |            |
|    ep_len_mean          | 1.46       |
|    ep_rew_mean          | -0.0854    |
|    success_rate         | 0.9        |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 73         |
|    time_elapsed         | 2541       |
|    total_timesteps      | 2190       |
| train/                  |            |
|    approx_kl            | 0.07214745 |
|    clip_fraction        | 0.5        |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.07      |
|    explained_variance   | 0.083      |
|    learning_rate        | 0.001      |
|    loss                 | 0.00113    |
|    n_updates            | 720        |
|    policy_gradient_loss | -0.0373    |
|    value_loss           | 0.14       |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1541        |
|    n_steps              | 2220        |
| rollout/                |             |
|    ep_len_mean          | 1.48        |
|    ep_rew_mean          | -0.0955     |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 74          |
|    time_elapsed         | 2572        |
|    total_timesteps      | 2220        |
| train/                  |             |
|    approx_kl            | 0.056229163 |
|    clip_fraction        | 0.357       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.0841      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0409     |
|    n_updates            | 730         |
|    policy_gradient_loss | -0.0522     |
|    value_loss           | 0.0955      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1564        |
|    n_steps              | 2250        |
| rollout/                |             |
|    ep_len_mean          | 1.43        |
|    ep_rew_mean          | -0.0843     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 75          |
|    time_elapsed         | 2605        |
|    total_timesteps      | 2250        |
| train/                  |             |
|    approx_kl            | 0.027043873 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.974      |
|    explained_variance   | -0.122      |
|    learning_rate        | 0.001       |
|    loss                 | 0.0113      |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.0205     |
|    value_loss           | 0.148       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1583        |
|    n_steps              | 2280        |
| rollout/                |             |
|    ep_len_mean          | 1.42        |
|    ep_rew_mean          | -0.0843     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 76          |
|    time_elapsed         | 2644        |
|    total_timesteps      | 2280        |
| train/                  |             |
|    approx_kl            | 0.055820763 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.315       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0363     |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.0337     |
|    value_loss           | 0.0677      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1601        |
|    n_steps              | 2310        |
| rollout/                |             |
|    ep_len_mean          | 1.45        |
|    ep_rew_mean          | -0.105      |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 77          |
|    time_elapsed         | 2674        |
|    total_timesteps      | 2310        |
| train/                  |             |
|    approx_kl            | 0.026265359 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | -0.148      |
|    learning_rate        | 0.001       |
|    loss                 | -0.000573   |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0294     |
|    value_loss           | 0.173       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1621       |
|    n_steps              | 2340       |
| rollout/                |            |
|    ep_len_mean          | 1.49       |
|    ep_rew_mean          | -0.115     |
|    success_rate         | 0.9        |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 78         |
|    time_elapsed         | 2709       |
|    total_timesteps      | 2340       |
| train/                  |            |
|    approx_kl            | 0.02583589 |
|    clip_fraction        | 0.163      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.09      |
|    explained_variance   | 0.124      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0197    |
|    n_updates            | 770        |
|    policy_gradient_loss | -0.0361    |
|    value_loss           | 0.135      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1638        |
|    n_steps              | 2370        |
| rollout/                |             |
|    ep_len_mean          | 1.53        |
|    ep_rew_mean          | -0.125      |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 79          |
|    time_elapsed         | 2742        |
|    total_timesteps      | 2370        |
| train/                  |             |
|    approx_kl            | 0.027898548 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.27        |
|    learning_rate        | 0.001       |
|    loss                 | -0.0624     |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.0458     |
|    value_loss           | 0.093       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1661       |
|    n_steps              | 2400       |
| rollout/                |            |
|    ep_len_mean          | 1.53       |
|    ep_rew_mean          | -0.126     |
|    success_rate         | 0.87       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 80         |
|    time_elapsed         | 2775       |
|    total_timesteps      | 2400       |
| train/                  |            |
|    approx_kl            | 0.02043276 |
|    clip_fraction        | 0.117      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.05      |
|    explained_variance   | 0.285      |
|    learning_rate        | 0.001      |
|    loss                 | 0.0185     |
|    n_updates            | 790        |
|    policy_gradient_loss | -0.0181    |
|    value_loss           | 0.164      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1680        |
|    n_steps              | 2430        |
| rollout/                |             |
|    ep_len_mean          | 1.55        |
|    ep_rew_mean          | -0.135      |
|    success_rate         | 0.86        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 81          |
|    time_elapsed         | 2806        |
|    total_timesteps      | 2430        |
| train/                  |             |
|    approx_kl            | 0.036236033 |
|    clip_fraction        | 0.0967      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | -0.537      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0191     |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.038      |
|    value_loss           | 0.149       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1707        |
|    n_steps              | 2460        |
| rollout/                |             |
|    ep_len_mean          | 1.43        |
|    ep_rew_mean          | -0.103      |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 82          |
|    time_elapsed         | 2844        |
|    total_timesteps      | 2460        |
| train/                  |             |
|    approx_kl            | 0.029877655 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | -0.0498     |
|    learning_rate        | 0.001       |
|    loss                 | 0.0647      |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.0178     |
|    value_loss           | 0.226       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1730        |
|    n_steps              | 2490        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.082      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 83          |
|    time_elapsed         | 2878        |
|    total_timesteps      | 2490        |
| train/                  |             |
|    approx_kl            | 0.017871393 |
|    clip_fraction        | 0.09        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | -7.64       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0216     |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.0196     |
|    value_loss           | 0.0389      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1754        |
|    n_steps              | 2520        |
| rollout/                |             |
|    ep_len_mean          | 1.33        |
|    ep_rew_mean          | -0.0723     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 84          |
|    time_elapsed         | 2912        |
|    total_timesteps      | 2520        |
| train/                  |             |
|    approx_kl            | 0.019869111 |
|    clip_fraction        | 0.0933      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | -0.0721     |
|    learning_rate        | 0.001       |
|    loss                 | -0.0782     |
|    n_updates            | 830         |
|    policy_gradient_loss | -0.0525     |
|    value_loss           | 0.0891      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1778       |
|    n_steps              | 2550       |
| rollout/                |            |
|    ep_len_mean          | 1.25       |
|    ep_rew_mean          | -0.0402    |
|    success_rate         | 0.95       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 85         |
|    time_elapsed         | 2947       |
|    total_timesteps      | 2550       |
| train/                  |            |
|    approx_kl            | 0.03500108 |
|    clip_fraction        | 0.163      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.809     |
|    explained_variance   | 0.295      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0316    |
|    n_updates            | 840        |
|    policy_gradient_loss | -0.0373    |
|    value_loss           | 0.0723     |
----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1799       |
|    n_steps              | 2580       |
| rollout/                |            |
|    ep_len_mean          | 1.3        |
|    ep_rew_mean          | -0.0511    |
|    success_rate         | 0.94       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 86         |
|    time_elapsed         | 2985       |
|    total_timesteps      | 2580       |
| train/                  |            |
|    approx_kl            | 0.00667846 |
|    clip_fraction        | 0.0267     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.828     |
|    explained_variance   | -63.6      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0275    |
|    n_updates            | 850        |
|    policy_gradient_loss | -0.016     |
|    value_loss           | 0.0222     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1817        |
|    n_steps              | 2610        |
| rollout/                |             |
|    ep_len_mean          | 1.39        |
|    ep_rew_mean          | -0.0927     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 87          |
|    time_elapsed         | 3020        |
|    total_timesteps      | 2610        |
| train/                  |             |
|    approx_kl            | 0.008226254 |
|    clip_fraction        | 0.02        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.878      |
|    explained_variance   | 0.15        |
|    learning_rate        | 0.001       |
|    loss                 | 0.0219      |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.0161     |
|    value_loss           | 0.165       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1841        |
|    n_steps              | 2640        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.073      |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 88          |
|    time_elapsed         | 3053        |
|    total_timesteps      | 2640        |
| train/                  |             |
|    approx_kl            | 0.060734782 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.959      |
|    explained_variance   | 0.149       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0376     |
|    n_updates            | 870         |
|    policy_gradient_loss | -0.0576     |
|    value_loss           | 0.177       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1866       |
|    n_steps              | 2670       |
| rollout/                |            |
|    ep_len_mean          | 1.37       |
|    ep_rew_mean          | -0.0842    |
|    success_rate         | 0.92       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 89         |
|    time_elapsed         | 3085       |
|    total_timesteps      | 2670       |
| train/                  |            |
|    approx_kl            | 0.07182154 |
|    clip_fraction        | 0.377      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.884     |
|    explained_variance   | -22.7      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0507    |
|    n_updates            | 880        |
|    policy_gradient_loss | -0.0434    |
|    value_loss           | 0.0488     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1892        |
|    n_steps              | 2700        |
| rollout/                |             |
|    ep_len_mean          | 1.31        |
|    ep_rew_mean          | -0.0735     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 90          |
|    time_elapsed         | 3120        |
|    total_timesteps      | 2700        |
| train/                  |             |
|    approx_kl            | 0.033822518 |
|    clip_fraction        | 0.0867      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.706      |
|    explained_variance   | -0.137      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0134     |
|    n_updates            | 890         |
|    policy_gradient_loss | -0.0281     |
|    value_loss           | 0.117       |
-----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1915         |
|    n_steps              | 2730         |
| rollout/                |              |
|    ep_len_mean          | 1.22         |
|    ep_rew_mean          | -0.0218      |
|    success_rate         | 0.97         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 91           |
|    time_elapsed         | 3156         |
|    total_timesteps      | 2730         |
| train/                  |              |
|    approx_kl            | 0.0144226495 |
|    clip_fraction        | 0.07         |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.562       |
|    explained_variance   | -114         |
|    learning_rate        | 0.001        |
|    loss                 | -0.00849     |
|    n_updates            | 900          |
|    policy_gradient_loss | -0.00806     |
|    value_loss           | 0.0271       |
------------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1938        |
|    n_steps              | 2760        |
| rollout/                |             |
|    ep_len_mean          | 1.23        |
|    ep_rew_mean          | -0.0402     |
|    success_rate         | 0.96        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 92          |
|    time_elapsed         | 3191        |
|    total_timesteps      | 2760        |
| train/                  |             |
|    approx_kl            | 0.012138186 |
|    clip_fraction        | 0.0867      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.693      |
|    explained_variance   | -43.3       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0272     |
|    n_updates            | 910         |
|    policy_gradient_loss | -0.0143     |
|    value_loss           | 0.0078      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1962        |
|    n_steps              | 2790        |
| rollout/                |             |
|    ep_len_mean          | 1.24        |
|    ep_rew_mean          | -0.0409     |
|    success_rate         | 0.96        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 93          |
|    time_elapsed         | 3230        |
|    total_timesteps      | 2790        |
| train/                  |             |
|    approx_kl            | 0.027511176 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.722      |
|    explained_variance   | 0.0803      |
|    learning_rate        | 0.001       |
|    loss                 | 0.0451      |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.0189     |
|    value_loss           | 0.191       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1984        |
|    n_steps              | 2820        |
| rollout/                |             |
|    ep_len_mean          | 1.29        |
|    ep_rew_mean          | -0.0515     |
|    success_rate         | 0.95        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 94          |
|    time_elapsed         | 3263        |
|    total_timesteps      | 2820        |
| train/                  |             |
|    approx_kl            | 0.014396378 |
|    clip_fraction        | 0.0533      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.804      |
|    explained_variance   | -0.0919     |
|    learning_rate        | 0.001       |
|    loss                 | 0.0283      |
|    n_updates            | 930         |
|    policy_gradient_loss | -0.0132     |
|    value_loss           | 0.146       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2005        |
|    n_steps              | 2850        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.0743     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 95          |
|    time_elapsed         | 3299        |
|    total_timesteps      | 2850        |
| train/                  |             |
|    approx_kl            | 0.017361198 |
|    clip_fraction        | 0.35        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.06       |
|    explained_variance   | 0.106       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0298     |
|    n_updates            | 940         |
|    policy_gradient_loss | -0.0419     |
|    value_loss           | 0.086       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2033        |
|    n_steps              | 2880        |
| rollout/                |             |
|    ep_len_mean          | 1.28        |
|    ep_rew_mean          | -0.0636     |
|    success_rate         | 0.95        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 96          |
|    time_elapsed         | 3331        |
|    total_timesteps      | 2880        |
| train/                  |             |
|    approx_kl            | 0.037732743 |
|    clip_fraction        | 0.337       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.866      |
|    explained_variance   | 0.195       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0209     |
|    n_updates            | 950         |
|    policy_gradient_loss | -0.0441     |
|    value_loss           | 0.134       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2051        |
|    n_steps              | 2910        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.064      |
|    success_rate         | 0.95        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 97          |
|    time_elapsed         | 3367        |
|    total_timesteps      | 2910        |
| train/                  |             |
|    approx_kl            | 0.010464677 |
|    clip_fraction        | 0.07        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | -90.6       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0595     |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0313     |
|    value_loss           | 0.0297      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2075        |
|    n_steps              | 2940        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.074      |
|    success_rate         | 0.94        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 98          |
|    time_elapsed         | 3400        |
|    total_timesteps      | 2940        |
| train/                  |             |
|    approx_kl            | 0.018478598 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.918      |
|    explained_variance   | 0.017       |
|    learning_rate        | 0.001       |
|    loss                 | 0.0286      |
|    n_updates            | 970         |
|    policy_gradient_loss | -0.0246     |
|    value_loss           | 0.18        |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2089        |
|    n_steps              | 2970        |
| rollout/                |             |
|    ep_len_mean          | 1.45        |
|    ep_rew_mean          | -0.116      |
|    success_rate         | 0.9         |
