env/n_steps,eval/success_rate,eval/mean_reward,time/total_timesteps,env/current_idx,env/completion_counter,eval/mean_ep_length,time/iterations,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/n_updates,train/value_loss
10860,0.88,-0.1106151190167293,10860,6608,0,1.26,,,,,,,0.0001,5.960465898624534e-10,0.25067490339279175,0.0,0.2,0.0,0.16627299785614014,-0.06009984314441681,3610,0.369440433382988
,,,10860,,,,362,-0.21818636000000002,0.79,1.56,40861,0,,,,,,,,,,
10890,0.94,-0.04905425600707531,10890,6628,0,1.2,,,,,,,0.0001,4.887580873358388e-08,0.4871009588241577,0.0,0.2,0.0,0.05247100442647934,-0.06016624718904495,3620,0.114856818318367
,,,10890,,,,363,-0.22489895999999998,0.78,1.53,40964,0,,,,,,,,,,
10920,0.9,-0.06979805621318519,10920,6650,0,1.3,,,,,,,0.0001,-1.9669533535271456e-08,0.14394909143447876,0.0,0.2,0.0,0.08416439592838287,-0.06019945926964283,3630,0.17932971566915512
,,,10920,,,,364,-0.20801525000000004,0.78,1.53,41073,0,,,,,,,,,,
10950,0.98,-0.026947883628308772,10950,6666,0,1.06,,,,,,,0.0001,1.5000502173734276e-08,0.26623284816741943,0.0,0.2,0.0,0.04415043443441391,-0.06017486751079559,3640,0.11915998980402946
,,,10950,,,,365,-0.22863255000000002,0.74,1.61,41170,0,,,,,,,,,,
10980,0.86,-0.1129592545190826,10980,6690,0,1.34,,,,,,,0.0001,2.1457672749747303e-08,0.2834059000015259,0.0,0.2,0.0,0.10376735031604767,-0.06016041338443756,3650,0.21363569647073746
,,,10980,,,,366,-0.15869249,0.8,1.48,41280,0,,,,,,,,,,
11010,0.96,-0.04976039765402675,11010,6707,0,1.14,,,,,,,0.0001,9.437402226364355e-09,0.22256237268447876,0.0,0.2,0.0,0.03157564252614975,-0.060172461345791815,3660,0.06664178967475891
,,,11010,,,,367,-0.17483659999999998,0.78,1.52,41384,0,,,,,,,,,,
11040,0.9,-0.07546310580335558,11040,6726,0,1.28,,,,,,,0.0001,-2.195437760477148e-08,0.4084177613258362,0.0,0.2,0.0,0.09947831183671951,-0.06017441712319851,3670,0.23111674189567566
,,,11040,,,,368,-0.18556732,0.78,1.52,41495,0,,,,,,,,,,
11070,0.96,-0.027632912937551737,11070,6750,0,1.12,,,,,,,0.0001,-0.0009589200389264363,0.30681878328323364,0.00018732746,0.2,0.0,0.07306290417909622,-0.06106107123196125,3680,0.16578991264104842
,,,11070,,,,369,-0.18527951999999995,0.8,1.48,41597,0,,,,,,,,,,
11100,0.92,-0.04877494042739272,11100,6772,0,1.2,,,,,,,0.0001,1.9272168430006787e-07,0.5343313217163086,1.7881393e-07,0.2,0.0,0.05297229811549187,-0.06552141010761262,3690,0.11632881462574005
,,,11100,,,,370,-0.17496664000000003,0.82,1.43,41707,0,,,,,,,,,,
11130,0.84,-0.1356845291890204,11130,6789,0,1.34,,,,,,,0.0001,-2.702077297467298e-08,0.19492363929748535,0.0,0.2,0.0,0.06701469421386719,-0.06812230423092842,3700,0.15144371539354323
,,,11130,,,,371,-0.19248669,0.8,1.49,41824,0,,,,,,,,,,
11160,0.92,-0.06848600878380239,11160,6808,0,1.2,,,,,,,0.0001,-1.9868215694884838e-08,-0.46451783180236816,0.0,0.2,0.0,0.10714014619588852,-0.06906029805541039,3710,0.23028993904590606
,,,11160,,,,372,-0.17971927000000001,0.81,1.47,41929,0,,,,,,,,,,
11190,0.88,-0.0503480012062937,11190,6826,0,1.26,,,,,,,0.0001,-0.0018877234764900664,0.17817556858062744,0.00017988085,0.2,0.0,0.09071042388677597,-0.06815565526485443,3720,0.210786335170269
,,,11190,,,,373,-0.21156837,0.78,1.52,42038,0,,,,,,,,,,
11220,0.9,-0.08915975166950375,11220,6852,0,1.26,,,,,,,0.0001,3.2583873466052184e-08,0.42906349897384644,1.1920929e-07,0.2,0.0,0.06883033365011215,-0.06371983475983142,3730,0.1613384798169136
,,,11220,,,,374,-0.18629163999999998,0.8,1.48,42140,0,,,,,,,,,,
11250,0.86,-0.11102885784581304,11250,6868,0,1.3,,,,,,,0.0001,3.596146953555035e-08,0.14468050003051758,0.0,0.2,0.0,0.08164194971323013,-0.06151454970240593,3740,0.17110734730958937
,,,11250,,,,375,-0.21454273000000001,0.78,1.55,42248,0,,,,,,,,,,
11280,0.88,-0.0716201644251123,11280,6887,0,1.26,,,,,,,0.0001,-4.9670537460855254e-09,0.2657291293144226,0.0,0.2,0.0,0.08301609009504318,-0.060776413232088086,3750,0.18349101692438125
,,,11280,,,,376,-0.23147138999999994,0.76,1.56,42352,0,,,,,,,,,,
11310,0.9,-0.0953232422284782,11310,6906,0,1.28,,,,,,,0.0001,-0.0004711565303537668,0.20480215549468994,3.3676624e-05,0.2,0.0,0.10368239879608154,-0.060973895341157915,3760,0.23042251020669938
,,,11310,,,,377,-0.20638623000000003,0.79,1.52,42456,0,,,,,,,,,,
11340,0.88,-0.10983073775656521,11340,6926,0,1.3,,,,,,,0.0001,2.8312207178693428e-08,0.3078330159187317,0.0,0.2,0.0,0.07122926414012909,-0.06270380914211274,3770,0.1470005542039871
,,,11340,,,,378,-0.17126128,0.82,1.5,42560,0,,,,,,,,,,
11370,0.84,-0.1534156425856054,11370,6943,0,1.38,,,,,,,0.0001,9.338061213171045e-09,0.11432921886444092,0.0,0.2,0.0,0.0869608223438263,-0.06365911141037942,3780,0.18792143315076829
,,,11370,,,,379,-0.22344046000000004,0.76,1.62,42674,0,,,,,,,,,,
11400,0.92,-0.06888967357575894,11400,6961,0,1.18,,,,,,,0.0001,4.3312709374632166e-08,0.16575610637664795,0.0,0.2,0.0,0.10987989604473114,-0.06400411948561668,3790,0.23680950552225113
,,,11400,,,,380,-0.21972903000000002,0.75,1.62,42776,0,,,,,,,,,,
11430,0.94,-0.06848317787516862,11430,6979,0,1.18,,,,,,,0.0001,-0.0038687768149733514,0.2570468783378601,0.0007719874,0.2,0.003333333507180214,0.0692516565322876,-0.06250871308147907,3800,0.1701865941286087
,,,11430,,,,381,-0.23361867999999997,0.74,1.62,42882,0,,,,,,,,,,
11460,0.88,-0.109856385900639,11460,6999,0,1.26,,,,,,,0.0001,-1.1374553139376076e-07,0.4387366771697998,1.1920929e-07,0.2,0.0,0.06245669722557068,-0.0572710070759058,3810,0.13071682900190354
,,,11460,,,,382,-0.23938310000000002,0.74,1.65,42983,0,,,,,,,,,,
11490,0.96,-0.04976009404752404,11490,7016,0,1.16,,,,,,,0.0001,1.549720787252795e-08,0.23703736066818237,0.0,0.2,0.0,0.07344388961791992,-0.05486695915460586,3820,0.16359100937843324
,,,11490,,,,383,-0.24818853000000002,0.74,1.64,43090,0,,,,,,,,,,
11520,0.9,-0.10977714820764958,11520,7032,0,1.26,,,,,,,0.0001,-6.59624745047438e-08,0.1411738395690918,0.0,0.2,0.0,0.10045246034860611,-0.054051975905895236,3830,0.2166156902909279
,,,11520,,,,384,-0.278331,0.72,1.69,43192,0,,,,,,,,,,
11550,0.96,-0.04797548183705658,11550,7048,0,1.14,,,,,,,0.0001,-0.0059377951834662214,0.2552720308303833,0.00080409844,0.2,0.003333333507180214,0.06893224269151688,-0.05521139800548554,3840,0.17768849283456803
,,,11550,,,,385,-0.28239149,0.7,1.72,43289,0,,,,,,,,,,
11580,0.92,-0.09057911448646337,11580,7065,0,1.24,,,,,,,0.0001,-9.557853197783572e-08,0.15556591749191284,1.7881393e-07,0.2,0.0,0.09335920214653015,-0.060192814096808434,3850,0.19739843755960465
,,,11580,,,,386,-0.29458735999999996,0.7,1.74,43413,0,,,,,,,,,,
11610,0.9,-0.08941853613127022,11610,7086,0,1.26,,,,,,,0.0001,-1.7583370626184093e-08,0.2056751251220703,0.0,0.2,0.0,0.09153778851032257,-0.0627992633730173,3860,0.19684966504573823
,,,11610,,,,387,-0.29463551,0.71,1.7,43517,0,,,,,,,,,,
11640,0.9,-0.07093249397352337,11640,7105,0,1.32,,,,,,,0.0001,-2.2550424150225012e-08,0.1697635054588318,0.0,0.2,0.0,0.09595120698213577,-0.06374266892671585,3870,0.21079634875059128
,,,11640,,,,388,-0.27287797,0.72,1.66,43626,0,,,,,,,,,,
11670,0.88,-0.09022840911522508,11670,7125,0,1.28,,,,,,,0.0001,2.0563602221024268e-08,0.18214529752731323,0.0,0.2,0.0,0.07125455141067505,-0.06415288969874382,3880,0.15426058769226075
,,,11670,,,,389,-0.24893528000000004,0.73,1.63,43733,0,,,,,,,,,,
