Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.0001_ns60_bs256_ep50_ia0_el4_ftzero_shot_20250326-213443
------------------------------------
| env/                  |          |
|    entropy_loss         | -0.5        |
|    explained_variance   | 0.412       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0515     |
|    n_updates            | 7050        |
|    policy_gradient_loss | -0.0435     |
|    value_loss           | 0.06        |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6309        |
|    n_steps              | 8580        |
| rollout/                |             |
|    ep_len_mean          | 1.26        |
|    ep_rew_mean          | -0.0693     |
|    success_rate         | 0.94        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 143         |
|    time_elapsed         | 10346       |
|    total_timesteps      | 8580        |
| train/                  |             |
|    approx_kl            | 0.026274096 |
|    clip_fraction        | 0.0763      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.287      |
|    explained_variance   | 0.472       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0324     |
|    n_updates            | 7100        |
|    policy_gradient_loss | -0.0251     |
|    value_loss           | 0.0336      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6346        |
|    n_steps              | 8640        |
| rollout/                |             |
|    ep_len_mean          | 1.36        |
|    ep_rew_mean          | -0.0949     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 144         |
|    time_elapsed         | 10415       |
|    total_timesteps      | 8640        |
| train/                  |             |
|    approx_kl            | 0.010540686 |
|    clip_fraction        | 0.086       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.259      |
|    explained_variance   | -0.292      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0379     |
|    n_updates            | 7150        |
|    policy_gradient_loss | -0.0316     |
|    value_loss           | 0.0536      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 6396       |
|    n_steps              | 8700       |
| rollout/                |            |
|    ep_len_mean          | 1.38       |
|    ep_rew_mean          | -0.085     |
|    success_rate         | 0.92       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 145        |
|    time_elapsed         | 10490      |
|    total_timesteps      | 8700       |
| train/                  |            |
|    approx_kl            | 0.01570881 |
|    clip_fraction        | 0.146      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.505     |
|    explained_variance   | 0.26       |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0536    |
|    n_updates            | 7200       |
|    policy_gradient_loss | -0.0421    |
|    value_loss           | 0.068      |
----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 6447       |
|    n_steps              | 8760       |
| rollout/                |            |
|    ep_len_mean          | 1.19       |
|    ep_rew_mean          | -0.0393    |
|    success_rate         | 0.97       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 146        |
|    time_elapsed         | 10561      |
|    total_timesteps      | 8760       |
| train/                  |            |
|    approx_kl            | 0.05362896 |
|    clip_fraction        | 0.108      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.205     |
|    explained_variance   | 0.242      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0322    |
|    n_updates            | 7250       |
|    policy_gradient_loss | -0.0287    |
|    value_loss           | 0.0202     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6488        |
|    n_steps              | 8820        |
| rollout/                |             |
|    ep_len_mean          | 1.28        |
|    ep_rew_mean          | -0.0704     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 147         |
|    time_elapsed         | 10627       |
|    total_timesteps      | 8820        |
| train/                  |             |
|    approx_kl            | 0.006877353 |
|    clip_fraction        | 0.044       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.111      |
|    explained_variance   | 0.167       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.00635    |
|    n_updates            | 7300        |
|    policy_gradient_loss | -0.00733    |
|    value_loss           | 0.0342      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6531        |
|    n_steps              | 8880        |
| rollout/                |             |
|    ep_len_mean          | 1.38        |
|    ep_rew_mean          | -0.0808     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 148         |
|    time_elapsed         | 10700       |
|    total_timesteps      | 8880        |
| train/                  |             |
|    approx_kl            | 0.048992332 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.247      |
|    explained_variance   | 0.0486      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0501     |
|    n_updates            | 7350        |
|    policy_gradient_loss | -0.043      |
|    value_loss           | 0.081       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6575        |
|    n_steps              | 8940        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.0809     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 149         |
|    time_elapsed         | 10775       |
|    total_timesteps      | 8940        |
| train/                  |             |
|    approx_kl            | 0.034234747 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.376      |
|    explained_variance   | 0.388       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0572     |
|    n_updates            | 7400        |
|    policy_gradient_loss | -0.0472     |
|    value_loss           | 0.0445      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6621        |
|    n_steps              | 9000        |
| rollout/                |             |
|    ep_len_mean          | 1.33        |
|    ep_rew_mean          | -0.0812     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 150         |
|    time_elapsed         | 10847       |
|    total_timesteps      | 9000        |
| train/                  |             |
|    approx_kl            | 0.005379237 |
|    clip_fraction        | 0.0543      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.253      |
|    explained_variance   | 0.395       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0435     |
|    n_updates            | 7450        |
|    policy_gradient_loss | -0.0211     |
|    value_loss           | 0.0418      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6666        |
|    n_steps              | 9060        |
| rollout/                |             |
|    ep_len_mean          | 1.32        |
|    ep_rew_mean          | -0.0907     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 151         |
|    time_elapsed         | 10917       |
|    total_timesteps      | 9060        |
| train/                  |             |
|    approx_kl            | 0.010713675 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.32       |
|    explained_variance   | -0.236      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0535     |
|    n_updates            | 7500        |
|    policy_gradient_loss | -0.0405     |
|    value_loss           | 0.0776      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6711        |
|    n_steps              | 9120        |
| rollout/                |             |
|    ep_len_mean          | 1.35        |
|    ep_rew_mean          | -0.101      |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 152         |
|    time_elapsed         | 10984       |
|    total_timesteps      | 9120        |
| train/                  |             |
|    approx_kl            | 0.008553956 |
|    clip_fraction        | 0.095       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.294      |
|    explained_variance   | 0.334       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0386     |
|    n_updates            | 7550        |
|    policy_gradient_loss | -0.0271     |
|    value_loss           | 0.0469      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6756        |
|    n_steps              | 9180        |
| rollout/                |             |
|    ep_len_mean          | 1.35        |
|    ep_rew_mean          | -0.0705     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 153         |
|    time_elapsed         | 11052       |
|    total_timesteps      | 9180        |
| train/                  |             |
|    approx_kl            | 0.051720485 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.335      |
|    explained_variance   | 0.0996      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0451     |
|    n_updates            | 7600        |
|    policy_gradient_loss | -0.0388     |
|    value_loss           | 0.0627      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6800        |
|    n_steps              | 9240        |
| rollout/                |             |
|    ep_len_mean          | 1.32        |
|    ep_rew_mean          | -0.0807     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 154         |
|    time_elapsed         | 11116       |
|    total_timesteps      | 9240        |
| train/                  |             |
|    approx_kl            | 0.015285497 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.453      |
|    explained_variance   | 0.121       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0718     |
|    n_updates            | 7650        |
|    policy_gradient_loss | -0.0522     |
|    value_loss           | 0.0361      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6842        |
|    n_steps              | 9300        |
| rollout/                |             |
|    ep_len_mean          | 1.38        |
|    ep_rew_mean          | -0.113      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 155         |
|    time_elapsed         | 11184       |
|    total_timesteps      | 9300        |
| train/                  |             |
|    approx_kl            | 0.034346238 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.568      |
|    explained_variance   | 0.375       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0804     |
|    n_updates            | 7700        |
|    policy_gradient_loss | -0.0626     |
|    value_loss           | 0.0687      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6880        |
|    n_steps              | 9360        |
| rollout/                |             |
|    ep_len_mean          | 1.4         |
|    ep_rew_mean          | -0.116      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 156         |
|    time_elapsed         | 11253       |
|    total_timesteps      | 9360        |
| train/                  |             |
|    approx_kl            | 0.030162549 |
|    clip_fraction        | 0.201       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.466      |
|    explained_variance   | 0.179       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.085      |
|    n_updates            | 7750        |
|    policy_gradient_loss | -0.0654     |
|    value_loss           | 0.0621      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6931        |
|    n_steps              | 9420        |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.074      |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 157         |
|    time_elapsed         | 11324       |
|    total_timesteps      | 9420        |
| train/                  |             |
|    approx_kl            | 0.020800263 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.452      |
|    explained_variance   | 0.33        |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0571     |
|    n_updates            | 7800        |
|    policy_gradient_loss | -0.0415     |
|    value_loss           | 0.0812      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 6969        |
|    n_steps              | 9480        |
| rollout/                |             |
|    ep_len_mean          | 1.39        |
|    ep_rew_mean          | -0.0835     |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 158         |
|    time_elapsed         | 11389       |
|    total_timesteps      | 9480        |
| train/                  |             |
|    approx_kl            | 0.010142501 |
|    clip_fraction        | 0.0677      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.239      |
|    explained_variance   | -144        |
|    learning_rate        | 0.0001      |
|    loss                 | -0.047      |
|    n_updates            | 7850        |
|    policy_gradient_loss | -0.0322     |
|    value_loss           | 0.0265      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 7012       |
|    n_steps              | 9540       |
| rollout/                |            |
|    ep_len_mean          | 1.46       |
|    ep_rew_mean          | -0.103     |
|    success_rate         | 0.87       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 159        |
|    time_elapsed         | 11454      |
|    total_timesteps      | 9540       |
| train/                  |            |
|    approx_kl            | 0.01896252 |
|    clip_fraction        | 0.138      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.422     |
|    explained_variance   | -0.221     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0426    |
|    n_updates            | 7900       |
|    policy_gradient_loss | -0.0379    |
|    value_loss           | 0.133      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7052        |
|    n_steps              | 9600        |
| rollout/                |             |
|    ep_len_mean          | 1.45        |
|    ep_rew_mean          | -0.114      |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 160         |
|    time_elapsed         | 11523       |
|    total_timesteps      | 9600        |
| train/                  |             |
|    approx_kl            | 0.014061626 |
|    clip_fraction        | 0.0707      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.302      |
|    explained_variance   | 0.292       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.053      |
|    n_updates            | 7950        |
|    policy_gradient_loss | -0.035      |
|    value_loss           | 0.0611      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7097        |
|    n_steps              | 9660        |
| rollout/                |             |
|    ep_len_mean          | 1.4         |
|    ep_rew_mean          | -0.0844     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 161         |
|    time_elapsed         | 11589       |
|    total_timesteps      | 9660        |
| train/                  |             |
|    approx_kl            | 0.024539577 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.396      |
|    explained_variance   | 0.137       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0703     |
|    n_updates            | 8000        |
|    policy_gradient_loss | -0.0509     |
|    value_loss           | 0.0777      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7142        |
|    n_steps              | 9720        |
| rollout/                |             |
|    ep_len_mean          | 1.35        |
|    ep_rew_mean          | -0.0658     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 162         |
|    time_elapsed         | 11669       |
|    total_timesteps      | 9720        |
| train/                  |             |
|    approx_kl            | 0.019307671 |
|    clip_fraction        | 0.0503      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.24       |
|    explained_variance   | -0.24       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0444     |
|    n_updates            | 8050        |
|    policy_gradient_loss | -0.0338     |
|    value_loss           | 0.0643      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7186        |
|    n_steps              | 9780        |
| rollout/                |             |
|    ep_len_mean          | 1.36        |
|    ep_rew_mean          | -0.0755     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 163         |
|    time_elapsed         | 11737       |
|    total_timesteps      | 9780        |
| train/                  |             |
|    approx_kl            | 0.015734175 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.347      |
|    explained_variance   | 0.39        |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0571     |
|    n_updates            | 8100        |
|    policy_gradient_loss | -0.0405     |
|    value_loss           | 0.0479      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7229        |
|    n_steps              | 9840        |
| rollout/                |             |
|    ep_len_mean          | 1.38        |
|    ep_rew_mean          | -0.0732     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 164         |
|    time_elapsed         | 11809       |
|    total_timesteps      | 9840        |
| train/                  |             |
|    approx_kl            | 0.020922562 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.519      |
|    explained_variance   | -0.209      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0881     |
|    n_updates            | 8150        |
|    policy_gradient_loss | -0.0669     |
|    value_loss           | 0.0613      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7282        |
|    n_steps              | 9900        |
| rollout/                |             |
|    ep_len_mean          | 1.24        |
|    ep_rew_mean          | -0.0503     |
|    success_rate         | 0.96        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 165         |
|    time_elapsed         | 11880       |
|    total_timesteps      | 9900        |
| train/                  |             |
|    approx_kl            | 0.017414076 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.479      |
|    explained_variance   | 0.15        |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0858     |
|    n_updates            | 8200        |
|    policy_gradient_loss | -0.0603     |
|    value_loss           | 0.0596      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 7326       |
|    n_steps              | 9960       |
| rollout/                |            |
|    ep_len_mean          | 1.29       |
|    ep_rew_mean          | -0.061     |
|    success_rate         | 0.95       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 166        |
|    time_elapsed         | 11951      |
|    total_timesteps      | 9960       |
| train/                  |            |
|    approx_kl            | 0.02237965 |
|    clip_fraction        | 0.117      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.288     |
|    explained_variance   | -0.0885    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0513    |
|    n_updates            | 8250       |
|    policy_gradient_loss | -0.0464    |
|    value_loss           | 0.0357     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7377        |
|    n_steps              | 10020       |
| rollout/                |             |
|    ep_len_mean          | 1.25        |
|    ep_rew_mean          | -0.05       |
|    success_rate         | 0.96        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 167         |
|    time_elapsed         | 12021       |
|    total_timesteps      | 10020       |
| train/                  |             |
|    approx_kl            | 0.021284321 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.339      |
|    explained_variance   | -0.117      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0647     |
|    n_updates            | 8300        |
|    policy_gradient_loss | -0.0496     |
|    value_loss           | 0.0461      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 7426       |
|    n_steps              | 10080      |
| rollout/                |            |
|    ep_len_mean          | 1.18       |
|    ep_rew_mean          | -0.0385    |
|    success_rate         | 0.97       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 168        |
|    time_elapsed         | 12095      |
|    total_timesteps      | 10080      |
| train/                  |            |
|    approx_kl            | 0.01190709 |
|    clip_fraction        | 0.109      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.355     |
|    explained_variance   | -0.187     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0586    |
|    n_updates            | 8350       |
|    policy_gradient_loss | -0.0464    |
|    value_loss           | 0.0515     |
----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 7468       |
|    n_steps              | 10140      |
| rollout/                |            |
|    ep_len_mean          | 1.29       |
|    ep_rew_mean          | -0.0498    |
|    success_rate         | 0.94       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 169        |
|    time_elapsed         | 12166      |
|    total_timesteps      | 10140      |
| train/                  |            |
|    approx_kl            | 0.01779336 |
|    clip_fraction        | 0.0967     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.209     |
|    explained_variance   | -0.0478    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0471    |
|    n_updates            | 8400       |
|    policy_gradient_loss | -0.0363    |
|    value_loss           | 0.0263     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7518        |
|    n_steps              | 10200       |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.0608     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 170         |
|    time_elapsed         | 12234       |
|    total_timesteps      | 10200       |
| train/                  |             |
|    approx_kl            | 0.018643217 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.386      |
|    explained_variance   | -0.0118     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0565     |
|    n_updates            | 8450        |
|    policy_gradient_loss | -0.0366     |
|    value_loss           | 0.0791      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7563        |
|    n_steps              | 10260       |
| rollout/                |             |
|    ep_len_mean          | 1.27        |
|    ep_rew_mean          | -0.0615     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 171         |
|    time_elapsed         | 12299       |
|    total_timesteps      | 10260       |
| train/                  |             |
|    approx_kl            | 0.005158312 |
|    clip_fraction        | 0.062       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.381      |
|    explained_variance   | -0.0117     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0535     |
|    n_updates            | 8500        |
|    policy_gradient_loss | -0.0348     |
|    value_loss           | 0.0232      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7611        |
|    n_steps              | 10320       |
| rollout/                |             |
|    ep_len_mean          | 1.27        |
|    ep_rew_mean          | -0.0834     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 172         |
|    time_elapsed         | 12382       |
|    total_timesteps      | 10320       |
| train/                  |             |
|    approx_kl            | 0.009495003 |
|    clip_fraction        | 0.0783      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.302      |
|    explained_variance   | 0.203       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0475     |
|    n_updates            | 8550        |
|    policy_gradient_loss | -0.0307     |
|    value_loss           | 0.0692      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7657        |
|    n_steps              | 10380       |
| rollout/                |             |
|    ep_len_mean          | 1.29        |
|    ep_rew_mean          | -0.0619     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 173         |
|    time_elapsed         | 12447       |
|    total_timesteps      | 10380       |
| train/                  |             |
|    approx_kl            | 0.017599983 |
|    clip_fraction        | 0.083       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.349      |
|    explained_variance   | 0.00785     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0497     |
|    n_updates            | 8600        |
|    policy_gradient_loss | -0.0369     |
|    value_loss           | 0.0812      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7699        |
|    n_steps              | 10440       |
| rollout/                |             |
|    ep_len_mean          | 1.33        |
|    ep_rew_mean          | -0.0804     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 174         |
|    time_elapsed         | 12516       |
|    total_timesteps      | 10440       |
| train/                  |             |
|    approx_kl            | 0.016624065 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.333      |
|    explained_variance   | -0.557      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0538     |
|    n_updates            | 8650        |
|    policy_gradient_loss | -0.0417     |
|    value_loss           | 0.0645      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 7744       |
|    n_steps              | 10500      |
| rollout/                |            |
|    ep_len_mean          | 1.37       |
|    ep_rew_mean          | -0.101     |
|    success_rate         | 0.91       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 175        |
|    time_elapsed         | 12583      |
|    total_timesteps      | 10500      |
| train/                  |            |
|    approx_kl            | 0.03639883 |
|    clip_fraction        | 0.205      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.46      |
|    explained_variance   | 0.267      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0609    |
|    n_updates            | 8700       |
|    policy_gradient_loss | -0.0466    |
|    value_loss           | 0.0809     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7785        |
|    n_steps              | 10560       |
| rollout/                |             |
|    ep_len_mean          | 1.37        |
|    ep_rew_mean          | -0.0815     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 176         |
|    time_elapsed         | 12651       |
|    total_timesteps      | 10560       |
| train/                  |             |
|    approx_kl            | 0.009442702 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.424      |
|    explained_variance   | 0.609       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.0664     |
|    n_updates            | 8750        |
|    policy_gradient_loss | -0.0429     |
|    value_loss           | 0.0347      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7825        |
|    n_steps              | 10620       |
| rollout/                |             |
|    ep_len_mean          | 1.42        |
|    ep_rew_mean          | -0.0947     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 177         |
|    time_elapsed         | 12719       |
|    total_timesteps      | 10620       |
| train/                  |             |
|    approx_kl            | 0.021975717 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.5        |
|    explained_variance   | 0.243       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.039      |
|    n_updates            | 8800        |
|    policy_gradient_loss | -0.0421     |
|    value_loss           | 0.0906      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 7867       |
|    n_steps              | 10680      |
| rollout/                |            |
|    ep_len_mean          | 1.51       |
|    ep_rew_mean          | -0.137     |
|    success_rate         | 0.87       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 178        |
|    time_elapsed         | 12786      |
|    total_timesteps      | 10680      |
| train/                  |            |
|    approx_kl            | 0.01178678 |
|    clip_fraction        | 0.154      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.472     |
|    explained_variance   | 0.197      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0523    |
|    n_updates            | 8850       |
|    policy_gradient_loss | -0.044     |
|    value_loss           | 0.0897     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7906        |
|    n_steps              | 10740       |
| rollout/                |             |
|    ep_len_mean          | 1.45        |
|    ep_rew_mean          | -0.113      |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 179         |
|    time_elapsed         | 12854       |
|    total_timesteps      | 10740       |
| train/                  |             |
|    approx_kl            | 0.011017644 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.46       |
|    explained_variance   | 0.211       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.072      |
|    n_updates            | 8900        |
|    policy_gradient_loss | -0.0492     |
|    value_loss           | 0.0642      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 7958        |
|    n_steps              | 10800       |
| rollout/                |             |
